"Data 
month",Data type,Nationality group,Nationality,All staff groups,All staff groups,HCHS doctors - All grades,HCHS doctors - Consultant,HCHS doctors - Associate Specialist,HCHS doctors - Specialty Doctor,HCHS doctors - Staff Grade,HCHS doctors - Specialty Registrar,HCHS doctors - Core Training,HCHS doctors - Foundation Doctor Year 2,HCHS doctors - Foundation Doctor Year 1,HCHS doctors - Hospital Practitioner / Clinical Assistant,HCHS doctors - Other HCHS Doctor Grades,Nurses & health visitors,Midwives,Ambulance staff,"Scientific, therapeutic & technical staff",All staff groups,"Support to doctors, nurses & midwives",Support to ambulance staff,Support to ST&T staff,All staff groups,Senior managers,Managers,Central functions,"Hotel, property & estates",Unknown classification
Jun-26,FTE,Rest of World,Somali,438.86,143.63,19.23,1.00,0.00,1.78,0.00,4.75,10.00,1.00,0.00,0.70,0.00,96.08,3.84,0.00,24.48,181.28,150.00,6.00,25.28,113.95,0.00,0.00,19.00,94.95,0.00
Jun-26,FTE,Rest of World,South African,2272.51,1569.21,312.50,142.60,12.85,23.59,0.00,73.54,43.01,5.00,11.00,0.91,0.00,509.56,37.24,68.00,641.90,463.13,337.83,15.80,109.50,239.17,11.51,33.45,130.08,64.13,1.00
Jun-26,FTE,Rest of World,South Korean,222.01,177.02,76.42,5.40,1.00,2.50,0.00,22.78,17.93,10.82,16.00,0.00,0.00,45.39,0.00,0.00,55.21,30.19,16.65,0.00,13.53,14.80,0.00,1.00,10.93,2.87,0.00
Jun-26,FTE,Rest of World,South Sudanese,4.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,1.73,0.00,0.00,0.00,1.73,0.00
Jun-26,FTE,Rest of World,Sri Lankan,3915.72,2888.29,1840.66,464.87,118.81,418.06,3.00,374.34,362.43,56.70,39.63,2.82,0.00,767.73,1.00,0.95,277.96,740.84,536.12,7.76,196.97,286.58,1.00,14.90,113.67,157.01,0.00
Jun-26,FTE,Rest of World,Sudanese,1737.69,1655.09,1574.65,180.69,18.00,189.65,1.00,709.91,440.84,22.80,11.00,0.72,0.05,14.82,0.00,1.00,64.62,55.88,38.89,2.48,14.51,26.72,0.00,3.00,10.00,13.72,0.00
Jun-26,FTE,Rest of World,Surinamese,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Syrian,379.25,317.53,286.22,45.04,12.00,44.35,0.00,75.21,89.04,11.00,8.84,0.73,0.00,8.44,0.00,0.00,22.87,50.17,33.01,0.00,17.17,11.55,0.00,0.00,8.67,2.88,0.00
Jun-26,FTE,Rest of World,Taiwanese,91.99,70.09,36.77,3.00,0.00,0.00,0.00,7.74,11.96,6.93,7.00,0.15,0.00,13.52,0.00,0.00,19.80,15.90,11.80,0.00,4.10,6.00,1.00,1.00,4.00,0.00,0.00
Jun-26,FTE,Rest of World,Tajikistani,2.92,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Tanzanian,225.51,103.70,21.67,3.00,0.00,2.00,0.00,8.98,6.69,0.00,1.00,0.00,0.00,60.75,1.00,0.00,20.28,94.52,84.01,0.77,9.75,27.29,0.00,2.00,7.80,17.49,0.00
Jun-26,FTE,Rest of World,Thai,418.19,115.60,74.66,6.35,1.00,0.00,0.00,22.69,25.00,11.62,8.00,0.00,0.00,24.48,0.00,0.00,16.46,137.26,110.85,0.00,26.41,165.34,0.00,0.00,13.68,151.66,0.00
Jun-26,FTE,Rest of World,Timorese,8.85,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,4.45,3.00,0.00,1.45,4.00,0.00,0.00,0.00,4.00,0.00
Jun-26,FTE,Rest of World,Tobagonian,36.66,34.75,10.63,2.00,0.00,0.00,0.00,6.63,2.00,0.00,0.00,0.00,0.00,19.51,3.61,0.00,1.00,0.91,0.43,0.00,0.48,1.00,0.00,1.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Togolese,16.16,4.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61,0.00,0.00,0.00,6.43,6.43,0.00,0.00,5.12,0.00,0.00,2.00,3.12,0.00
Jun-26,FTE,Rest of World,Tongan,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Trinidadian,934.29,773.62,305.40,52.07,4.00,15.83,0.00,136.78,77.73,12.00,7.00,0.00,0.00,391.65,23.36,0.00,53.22,106.87,89.21,1.92,15.73,53.80,1.00,5.00,23.64,24.16,0.00
Jun-26,FTE,Rest of World,Tunisian,103.39,41.30,23.44,3.80,0.00,5.00,0.00,7.28,4.92,0.00,2.00,0.44,0.00,9.00,1.00,6.85,1.00,30.29,27.29,0.00,3.00,31.80,0.00,2.00,3.60,26.20,0.00
Jun-26,FTE,Rest of World,Turkish,865.39,675.59,527.05,46.30,7.75,81.30,4.50,138.93,218.63,24.64,5.00,0.00,0.00,62.21,5.00,0.00,81.33,124.67,60.89,3.00,60.77,65.13,2.00,2.00,24.63,36.51,0.00
Jun-26,FTE,Rest of World,Turkmen,3.68,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.68,0.68,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Tuvaluan,1.87,1.87,0.87,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Ugandan,917.06,445.46,44.38,7.65,2.00,1.00,0.00,15.00,16.74,2.00,0.00,0.00,0.00,307.47,7.15,0.00,86.47,377.50,321.50,4.47,51.53,94.10,0.00,9.00,38.50,46.59,0.00
Jun-26,FTE,Rest of World,Ukrainian,522.13,135.23,72.47,6.53,0.30,10.42,0.00,17.91,30.31,4.00,3.00,0.00,0.00,33.93,1.92,0.00,26.90,254.12,176.98,0.53,76.61,131.79,0.00,0.00,43.06,88.73,1.00
Jun-26,FTE,Rest of World,Uruguayan,7.70,4.70,3.70,1.70,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Uzbekistani,23.90,11.27,6.66,0.00,0.00,3.66,0.00,1.00,2.00,0.00,0.00,0.00,0.00,3.61,0.00,0.00,1.00,6.84,5.84,0.00,1.00,5.79,1.00,0.00,2.00,2.79,0.00
Jun-26,FTE,Rest of World,Venezuelan,64.43,26.04,14.48,4.50,0.00,4.20,0.00,3.00,2.78,0.00,0.00,0.00,0.00,3.51,0.00,0.00,8.05,23.19,16.51,0.43,6.25,15.20,0.00,1.00,2.00,12.20,0.00
Jun-26,FTE,Rest of World,Vietnamese,79.65,44.26,14.58,1.00,0.00,0.00,0.00,3.00,6.58,1.00,3.00,0.00,0.00,5.53,0.00,0.00,24.15,22.05,12.71,0.00,9.34,13.34,0.00,0.00,8.00,5.34,0.00
Jun-26,FTE,Rest of World,Virgin Islander,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Yemeni,81.93,64.43,53.02,2.00,0.00,12.00,0.00,23.02,13.00,1.00,2.00,0.00,0.00,3.47,1.00,0.00,6.95,10.84,7.59,0.00,3.25,6.66,0.00,0.00,5.50,1.16,0.00
Jun-26,FTE,Rest of World,Zambian,993.98,804.61,35.09,8.54,1.00,5.00,1.00,8.83,8.72,1.00,1.00,0.00,0.00,617.30,95.87,0.00,56.35,153.08,128.10,4.26,20.72,36.29,2.00,2.00,19.52,12.77,0.00
Jun-26,FTE,Rest of World,Zimbabwean,6831.44,4512.15,176.05,25.98,0.00,19.70,0.00,69.43,42.88,9.87,6.89,1.30,0.00,3695.53,73.87,10.00,556.70,2009.59,1728.17,28.73,252.69,308.69,11.00,41.90,141.98,113.82,1.00
Jun-26,FTE,Rest of World,Unknown - Rest of World,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Unknown,Unknown,13999.93,6501.25,1124.59,483.91,35.82,114.54,10.76,140.82,237.26,56.79,26.14,12.93,5.63,2948.52,192.34,893.22,1342.58,4420.04,2588.27,849.09,982.68,3076.64,94.39,358.31,1173.42,1450.52,2.00
Jun-26,Headcount,All nationality groups,All nationalities,1536637.00,837474.00,164033.00,66782.00,3387.00,11286.00,227.00,36990.00,26577.00,7699.00,8438.00,1872.00,1249.00,411114.00,31095.00,24902.00,206717.00,461723.00,333668.00,28088.00,100369.00,238889.00,13536.00,26294.00,116041.00,83173.00,229.00
Jun-26,Headcount,United Kingdom,All nationalities,1185985.00,613727.00,104228.00,51855.00,1945.00,4612.00,83.00,20620.00,10810.00,5392.00,6495.00,1649.00,1135.00,285035.00,27743.00,22298.00,174768.00,370710.00,260903.00,26028.00,84107.00,202757.00,12883.00,24341.00,103047.00,62620.00,169.00
Jun-26,Headcount,United Kingdom,British,1178364.00,609959.00,103535.00,51712.00,1937.00,4601.00,83.00,20480.00,10734.00,5370.00,6213.00,1644.00,1126.00,283383.00,27621.00,22083.00,173680.00,368221.00,259233.00,25776.00,83540.00,201383.00,12817.00,24218.00,102296.00,62186.00,169.00
Jun-26,Headcount,United Kingdom,English,6273.00,2935.00,524.00,89.00,5.00,6.00,0.00,91.00,42.00,13.00,268.00,5.00,5.00,1343.00,101.00,111.00,857.00,2165.00,1490.00,202.00,473.00,1177.00,45.00,97.00,646.00,389.00,0.00
Jun-26,Headcount,United Kingdom,Northern Irish,140.00,105.00,28.00,9.00,0.00,1.00,0.00,6.00,4.00,2.00,4.00,1.00,1.00,28.00,1.00,10.00,38.00,16.00,12.00,0.00,4.00,19.00,2.00,3.00,14.00,0.00,0.00
Jun-26,Headcount,United Kingdom,Scottish,559.00,334.00,69.00,32.00,1.00,2.00,0.00,18.00,8.00,4.00,2.00,0.00,2.00,152.00,7.00,27.00,79.00,139.00,79.00,18.00,42.00,87.00,6.00,10.00,43.00,28.00,0.00
Jun-26,Headcount,United Kingdom,Welsh,670.00,409.00,78.00,15.00,2.00,2.00,0.00,25.00,22.00,3.00,8.00,0.00,1.00,132.00,13.00,67.00,120.00,169.00,89.00,32.00,48.00,92.00,13.00,13.00,48.00,18.00,0.00
Jun-26,Headcount,European Union,All nationalities,78966.00,44399.00,11368.00,5382.00,231.00,757.00,43.00,2497.00,1359.00,460.00,535.00,62.00,61.00,19438.00,1286.00,613.00,11710.00,21688.00,15516.00,533.00,5667.00,12965.00,325.00,802.00,4197.00,7643.00,17.00
Jun-26,Headcount,European Union,Austrian,539.00,352.00,89.00,34.00,0.00,3.00,0.00,20.00,14.00,9.00,9.00,1.00,0.00,168.00,17.00,1.00,77.00,127.00,95.00,2.00,30.00,60.00,2.00,1.00,25.00,32.00,0.00
Jun-26,Headcount,European Union,Belgian,594.00,404.00,148.00,57.00,1.00,3.00,0.00,42.00,26.00,10.00,8.00,1.00,0.00,163.00,18.00,2.00,73.00,124.00,93.00,1.00,30.00,68.00,1.00,5.00,21.00,41.00,0.00
Jun-26,Headcount,European Union,Bulgarian,1380.00,645.00,186.00,74.00,8.00,35.00,1.00,37.00,21.00,3.00,6.00,0.00,1.00,253.00,24.00,3.00,181.00,464.00,310.00,9.00,145.00,273.00,0.00,11.00,73.00,189.00,0.00
Jun-26,Headcount,European Union,Croatian,351.00,234.00,74.00,42.00,1.00,5.00,0.00,14.00,11.00,0.00,0.00,0.00,1.00,118.00,3.00,1.00,38.00,100.00,62.00,1.00,37.00,19.00,0.00,2.00,11.00,6.00,0.00
Jun-26,Headcount,European Union,Cypriot,484.00,398.00,269.00,80.00,2.00,6.00,0.00,89.00,53.00,21.00,18.00,0.00,0.00,30.00,1.00,0.00,98.00,66.00,24.00,1.00,41.00,20.00,3.00,2.00,12.00,3.00,0.00
Jun-26,Headcount,European Union,Czech,848.00,446.00,123.00,75.00,2.00,12.00,0.00,20.00,9.00,1.00,2.00,1.00,2.00,181.00,18.00,7.00,117.00,245.00,174.00,4.00,68.00,159.00,4.00,8.00,54.00,93.00,0.00
Jun-26,Headcount,European Union,Danish,507.00,345.00,86.00,30.00,0.00,4.00,1.00,17.00,14.00,11.00,9.00,0.00,0.00,123.00,19.00,1.00,117.00,107.00,64.00,11.00,32.00,55.00,8.00,9.00,24.00,14.00,0.00
Jun-26,Headcount,European Union,Dutch,2902.00,1763.00,450.00,188.00,12.00,17.00,1.00,90.00,57.00,34.00,45.00,5.00,1.00,712.00,81.00,17.00,503.00,739.00,495.00,29.00,216.00,398.00,10.00,29.00,164.00,196.00,3.00
Jun-26,Headcount,European Union,Estonian,214.00,113.00,24.00,15.00,1.00,0.00,0.00,5.00,1.00,1.00,1.00,0.00,0.00,43.00,4.00,1.00,41.00,71.00,50.00,0.00,21.00,32.00,0.00,0.00,19.00,13.00,0.00
Jun-26,Headcount,European Union,Finnish,410.00,298.00,49.00,14.00,0.00,0.00,0.00,12.00,9.00,8.00,6.00,0.00,0.00,166.00,9.00,2.00,72.00,71.00,39.00,4.00,29.00,41.00,4.00,4.00,23.00,10.00,0.00
Jun-26,Headcount,European Union,French,2154.00,1155.00,325.00,99.00,7.00,11.00,1.00,84.00,55.00,29.00,36.00,2.00,1.00,422.00,74.00,12.00,323.00,682.00,491.00,11.00,182.00,319.00,7.00,29.00,156.00,127.00,0.00
Jun-26,Headcount,European Union,German,2763.00,1901.00,816.00,456.00,19.00,35.00,1.00,121.00,74.00,45.00,49.00,14.00,3.00,550.00,61.00,20.00,455.00,615.00,389.00,22.00,204.00,250.00,10.00,27.00,124.00,89.00,1.00
Jun-26,Headcount,European Union,Greek,3505.00,2667.00,1587.00,824.00,21.00,92.00,17.00,371.00,211.00,35.00,13.00,1.00,5.00,451.00,31.00,6.00,592.00,557.00,336.00,3.00,218.00,283.00,14.00,33.00,143.00,93.00,1.00
Jun-26,Headcount,European Union,Hungarian,1490.00,711.00,273.00,166.00,9.00,30.00,0.00,42.00,18.00,5.00,2.00,1.00,0.00,238.00,17.00,10.00,173.00,518.00,377.00,8.00,133.00,264.00,2.00,12.00,114.00,136.00,0.00
Jun-26,Headcount,European Union,Irish,13714.00,10370.00,2530.00,1150.00,41.00,170.00,2.00,634.00,270.00,103.00,123.00,21.00,20.00,4171.00,257.00,254.00,3161.00,2050.00,1323.00,137.00,593.00,1303.00,167.00,273.00,599.00,264.00,2.00
Jun-26,Headcount,European Union,Italian,8227.00,4926.00,1252.00,661.00,21.00,49.00,13.00,284.00,143.00,30.00,51.00,3.00,2.00,2396.00,230.00,23.00,1025.00,2020.00,1480.00,33.00,509.00,1289.00,14.00,75.00,369.00,831.00,3.00
Jun-26,Headcount,European Union,Latvian,872.00,255.00,59.00,22.00,4.00,6.00,0.00,14.00,9.00,1.00,2.00,0.00,1.00,119.00,8.00,5.00,64.00,336.00,238.00,9.00,89.00,282.00,2.00,4.00,72.00,204.00,0.00
Jun-26,Headcount,European Union,Lithuanian,2153.00,754.00,150.00,73.00,3.00,10.00,0.00,38.00,14.00,5.00,7.00,0.00,0.00,315.00,25.00,13.00,251.00,851.00,624.00,15.00,213.00,548.00,5.00,22.00,153.00,368.00,1.00
Jun-26,Headcount,European Union,Luxembourg,14.00,10.00,4.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,European Union,Maltese,334.00,282.00,211.00,118.00,1.00,5.00,0.00,58.00,22.00,4.00,3.00,0.00,0.00,21.00,2.00,2.00,46.00,31.00,16.00,2.00,13.00,21.00,2.00,3.00,10.00,6.00,0.00
Jun-26,Headcount,European Union,Polish,12518.00,4350.00,612.00,252.00,16.00,61.00,3.00,123.00,60.00,37.00,49.00,3.00,9.00,1961.00,146.00,178.00,1456.00,4963.00,3607.00,99.00,1263.00,3234.00,22.00,86.00,893.00,2233.00,0.00
Jun-26,Headcount,European Union,Portuguese,8825.00,4635.00,378.00,128.00,7.00,24.00,1.00,100.00,65.00,11.00,32.00,2.00,10.00,2818.00,56.00,23.00,1363.00,2452.00,1858.00,48.00,551.00,1745.00,22.00,73.00,393.00,1257.00,2.00
Jun-26,Headcount,European Union,Romanian,6549.00,3115.00,689.00,299.00,25.00,121.00,0.00,113.00,97.00,18.00,14.00,1.00,1.00,1946.00,15.00,14.00,451.00,2292.00,1759.00,51.00,486.00,1148.00,5.00,24.00,320.00,800.00,3.00
Jun-26,Headcount,European Union,Slovak,1035.00,474.00,104.00,55.00,5.00,10.00,0.00,16.00,8.00,4.00,6.00,0.00,0.00,242.00,9.00,6.00,113.00,338.00,252.00,10.00,77.00,223.00,7.00,13.00,78.00,125.00,0.00
Jun-26,Headcount,European Union,Slovenian,200.00,112.00,42.00,19.00,1.00,4.00,0.00,11.00,5.00,1.00,1.00,0.00,0.00,36.00,1.00,0.00,33.00,54.00,36.00,2.00,16.00,34.00,2.00,4.00,13.00,15.00,0.00
Jun-26,Headcount,European Union,Spanish,5416.00,3071.00,676.00,392.00,21.00,42.00,2.00,101.00,63.00,23.00,25.00,6.00,1.00,1570.00,133.00,10.00,683.00,1580.00,1151.00,14.00,416.00,772.00,9.00,40.00,272.00,451.00,1.00
Jun-26,Headcount,European Union,Swedish,970.00,615.00,163.00,58.00,3.00,2.00,0.00,40.00,28.00,11.00,18.00,1.00,3.00,224.00,27.00,1.00,200.00,231.00,171.00,7.00,53.00,125.00,3.00,13.00,62.00,47.00,0.00
Jun-26,Headcount,European Economic Area,All nationalities,665.00,439.00,138.00,46.00,0.00,5.00,2.00,38.00,26.00,11.00,10.00,0.00,0.00,137.00,22.00,7.00,136.00,164.00,106.00,5.00,54.00,62.00,4.00,3.00,38.00,17.00,0.00
Jun-26,Headcount,European Economic Area,Icelandic,27.00,19.00,9.00,5.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,1.00,6.00,3.00,1.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00
Jun-26,Headcount,European Economic Area,Norwegian,419.00,262.00,53.00,13.00,0.00,4.00,0.00,11.00,15.00,5.00,5.00,0.00,0.00,90.00,16.00,4.00,100.00,112.00,67.00,4.00,41.00,45.00,4.00,3.00,25.00,13.00,0.00
Jun-26,Headcount,European Economic Area,Swiss,219.00,158.00,76.00,28.00,0.00,1.00,2.00,25.00,9.00,6.00,5.00,0.00,0.00,38.00,6.00,3.00,35.00,46.00,36.00,0.00,11.00,15.00,0.00,0.00,11.00,4.00,0.00
Jun-26,Headcount,Rest of World,All nationalities,255302.00,171774.00,47153.00,9001.00,1170.00,5783.00,87.00,13693.00,14145.00,1779.00,1371.00,131.00,47.00,103245.00,1791.00,1017.00,18585.00,64068.00,54096.00,595.00,9416.00,19555.00,224.00,771.00,7481.00,11093.00,41.00
Jun-26,Headcount,Rest of World,Afghan,262.00,148.00,81.00,8.00,0.00,9.00,0.00,18.00,34.00,7.00,5.00,0.00,0.00,37.00,5.00,2.00,23.00,88.00,52.00,4.00,32.00,26.00,0.00,2.00,9.00,15.00,0.00
Jun-26,Headcount,Rest of World,Albanian,284.00,104.00,30.00,3.00,1.00,5.00,0.00,8.00,10.00,1.00,1.00,0.00,1.00,55.00,2.00,0.00,17.00,122.00,91.00,3.00,28.00,58.00,0.00,1.00,13.00,44.00,0.00
Jun-26,Headcount,Rest of World,Algerian,186.00,50.00,28.00,1.00,1.00,1.00,0.00,9.00,14.00,0.00,2.00,0.00,0.00,9.00,0.00,1.00,12.00,75.00,55.00,1.00,19.00,63.00,0.00,0.00,10.00,53.00,0.00
Jun-26,Headcount,Rest of World,American,1813.00,1092.00,315.00,69.00,4.00,19.00,1.00,85.00,65.00,25.00,45.00,1.00,1.00,298.00,25.00,12.00,442.00,417.00,254.00,22.00,141.00,306.00,12.00,51.00,203.00,40.00,0.00
Jun-26,Headcount,Rest of World,Andorran,2.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Angolan,46.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,2.00,26.00,21.00,2.00,3.00,12.00,0.00,0.00,3.00,9.00,0.00
Jun-26,Headcount,Rest of World,Anguillan,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Antiguan,31.00,22.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,1.00,4.00,3.00,1.00,0.00,5.00,0.00,0.00,2.00,3.00,0.00
Jun-26,Headcount,Rest of World,Argentine,81.00,54.00,37.00,11.00,1.00,7.00,0.00,11.00,6.00,1.00,0.00,0.00,0.00,5.00,0.00,1.00,11.00,15.00,11.00,0.00,4.00,12.00,2.00,0.00,6.00,4.00,0.00
Jun-26,Headcount,Rest of World,Armenian,19.00,13.00,10.00,1.00,1.00,0.00,0.00,3.00,4.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,5.00,2.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Aruban,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Australian,2708.00,2316.00,485.00,137.00,7.00,21.00,5.00,169.00,64.00,26.00,56.00,2.00,0.00,405.00,21.00,642.00,763.00,204.00,106.00,30.00,68.00,191.00,37.00,58.00,82.00,14.00,1.00
Jun-26,Headcount,Rest of World,Azerbaijani,33.00,21.00,20.00,4.00,0.00,2.00,0.00,4.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.00,7.00,0.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Bahamian,21.00,15.00,9.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,4.00,3.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Bahraini,169.00,164.00,159.00,15.00,2.00,5.00,0.00,71.00,44.00,16.00,7.00,0.00,0.00,2.00,0.00,0.00,3.00,4.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00
Jun-26,Headcount,Rest of World,Bangladeshi,2404.00,1422.00,1253.00,73.00,20.00,117.00,0.00,375.00,601.00,54.00,10.00,2.00,1.00,62.00,2.00,2.00,103.00,749.00,586.00,18.00,147.00,234.00,1.00,7.00,119.00,108.00,1.00
Jun-26,Headcount,Rest of World,Barbadian,171.00,132.00,54.00,13.00,1.00,10.00,0.00,13.00,12.00,5.00,0.00,0.00,0.00,69.00,1.00,2.00,6.00,27.00,18.00,1.00,8.00,12.00,1.00,2.00,4.00,5.00,0.00
Jun-26,Headcount,Rest of World,Basotho,30.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1.00,0.00,3.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Belarusian,47.00,30.00,18.00,5.00,1.00,1.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,5.00,0.00,0.00,7.00,11.00,7.00,1.00,3.00,6.00,0.00,1.00,3.00,2.00,0.00
Jun-26,Headcount,Rest of World,Belizean,42.00,35.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,5.00,4.00,0.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00
Jun-26,Headcount,Rest of World,Beninese,17.00,9.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,5.00,0.00,1.00,1.00,3.00,0.00
Jun-26,Headcount,Rest of World,Bermudian,6.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Bhutanese,50.00,18.00,11.00,0.00,0.00,4.00,0.00,5.00,1.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,3.00,16.00,15.00,0.00,1.00,16.00,0.00,0.00,0.00,16.00,0.00
Jun-26,Headcount,Rest of World,Bissau-Guinean,4.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Jun-26,Headcount,Rest of World,Bolivian,32.00,8.00,3.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,14.00,13.00,0.00,1.00,10.00,0.00,0.00,3.00,7.00,0.00
Jun-26,Headcount,Rest of World,Bosnian,22.00,11.00,6.00,3.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,7.00,4.00,0.00,3.00,4.00,0.00,0.00,3.00,1.00,0.00
Jun-26,Headcount,Rest of World,Brazilian,872.00,327.00,117.00,20.00,7.00,8.00,1.00,38.00,33.00,4.00,6.00,0.00,0.00,93.00,7.00,4.00,107.00,358.00,276.00,5.00,78.00,188.00,0.00,5.00,65.00,118.00,1.00
Jun-26,Headcount,Rest of World,British Virgin Islander,36.00,18.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,11.00,0.00,1.00,3.00,12.00,9.00,0.00,3.00,6.00,0.00,0.00,3.00,3.00,0.00
Jun-26,Headcount,Rest of World,Bruneian,98.00,90.00,70.00,15.00,0.00,1.00,0.00,28.00,10.00,8.00,8.00,0.00,0.00,4.00,0.00,0.00,16.00,6.00,3.00,0.00,3.00,2.00,0.00,0.00,2.00,0.00,0.00
Jun-26,Headcount,Rest of World,Burkinabe,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
