"Data 
month",Data type,Nationality group,Nationality,All staff groups,All staff groups,HCHS doctors - All grades,HCHS doctors - Consultant,HCHS doctors - Associate Specialist,HCHS doctors - Specialty Doctor,HCHS doctors - Staff Grade,HCHS doctors - Specialty Registrar,HCHS doctors - Core Training,HCHS doctors - Foundation Doctor Year 2,HCHS doctors - Foundation Doctor Year 1,HCHS doctors - Hospital Practitioner / Clinical Assistant,HCHS doctors - Other HCHS Doctor Grades,Nurses & health visitors,Midwives,Ambulance staff,"Scientific, therapeutic & technical staff",All staff groups,"Support to doctors, nurses & midwives",Support to ambulance staff,Support to ST&T staff,All staff groups,Senior managers,Managers,Central functions,"Hotel, property & estates",Unknown classification
Jun-26,FTE,Rest of World,Dutch Antillean,8.57,4.43,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.61,0.00,2.00,1.53,1.53,0.00,0.00,2.60,0.00,0.00,0.00,2.60,0.00
Jun-26,FTE,Rest of World,Ecuadorian,43.26,17.61,8.60,2.60,0.00,0.00,0.00,2.00,3.00,1.00,0.00,0.00,0.00,3.77,0.00,0.00,5.24,15.32,9.92,0.00,5.40,10.33,0.00,0.00,2.00,8.33,0.00
Jun-26,FTE,Rest of World,Egyptian,4882.26,4754.62,4517.54,884.37,121.13,717.58,8.00,1512.24,1190.27,48.94,29.86,4.17,1.00,87.84,0.00,0.00,149.24,79.26,42.30,0.00,36.95,47.99,2.00,7.00,22.80,16.19,0.40
Jun-26,FTE,Rest of World,Emirati,29.85,26.88,17.00,1.00,0.00,2.00,0.00,5.00,6.00,2.00,1.00,0.00,0.00,6.88,0.00,0.00,3.00,1.97,1.00,0.64,0.33,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Equatorial Guinean,2.41,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.41,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Eritrean,264.93,98.27,5.70,0.00,0.00,1.00,0.00,0.90,3.80,0.00,0.00,0.00,0.00,58.87,0.00,2.00,31.70,84.25,71.22,1.00,12.03,82.41,0.00,0.00,5.67,76.75,0.00
Jun-26,FTE,Rest of World,Ethiopian,200.86,73.66,36.26,0.85,1.00,1.00,0.00,7.89,23.53,2.00,0.00,0.00,0.00,26.92,0.92,0.00,9.56,90.66,75.32,0.00,15.33,36.54,0.00,0.00,6.91,29.63,0.00
Jun-26,FTE,Rest of World,Falkland Islander,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Faroese,3.11,2.11,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Fijian,65.28,32.81,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.01,0.00,0.00,6.80,28.97,26.97,1.00,1.00,3.49,0.00,0.00,0.00,3.49,0.00
Jun-26,FTE,Rest of World,Filipino,33432.13,27063.18,219.46,5.60,6.00,21.50,0.00,69.34,92.25,15.80,8.00,0.96,0.00,25175.64,45.29,2.00,1620.78,5090.79,4392.48,14.04,684.27,1269.16,3.80,25.00,318.48,921.88,9.00
Jun-26,FTE,Rest of World,French Guianese,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Gabonese,16.63,11.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.41,0.00,0.00,0.00,2.95,2.57,0.00,0.37,2.27,0.00,0.00,1.00,1.27,0.00
Jun-26,FTE,Rest of World,Gambian,401.86,124.42,11.00,1.00,0.00,2.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,101.27,1.76,0.00,10.39,177.72,153.77,2.81,21.13,99.72,0.00,1.00,14.40,84.32,0.00
Jun-26,FTE,Rest of World,Georgian,22.25,9.00,6.00,0.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,8.79,7.13,0.00,1.65,4.47,0.00,0.00,1.00,3.47,0.00
Jun-26,FTE,Rest of World,Ghanaian,10042.10,5076.75,226.71,17.43,6.00,17.80,0.00,111.74,60.75,11.00,2.00,0.00,0.00,3973.95,534.11,1.61,340.37,3770.42,3448.58,26.72,295.12,1191.92,3.00,15.60,210.58,962.74,3.00
Jun-26,FTE,Rest of World,Gibraltar,12.25,9.00,5.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,1.85,1.85,0.00,0.00,1.40,0.00,0.00,0.00,1.40,0.00
Jun-26,FTE,Rest of World,Greenlandic,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Grenadian,122.84,87.85,15.83,0.00,0.00,3.00,0.00,6.95,4.88,1.00,0.00,0.00,0.00,66.72,2.30,0.00,3.00,28.19,22.19,0.00,6.00,6.80,0.00,1.00,3.00,2.80,0.00
Jun-26,FTE,Rest of World,Guadeloupian,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Guamanian,1.44,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.52,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Guatemalan,10.60,3.60,3.60,0.60,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,4.00,0.00,0.00,2.00,2.00,0.00
Jun-26,FTE,Rest of World,Guinean,46.93,13.07,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,11.46,0.61,0.00,0.00,23.15,19.02,1.00,3.13,10.71,0.00,0.00,0.00,10.71,0.00
Jun-26,FTE,Rest of World,Guyanese,524.29,446.77,14.69,2.00,1.00,1.80,0.00,6.89,3.00,0.00,0.00,0.00,0.00,385.15,39.33,0.00,7.60,57.83,48.27,1.60,7.97,19.68,0.00,1.00,4.80,13.88,0.00
Jun-26,FTE,Rest of World,Haitian,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Honduran,19.26,12.13,10.33,0.00,0.00,0.00,0.00,4.33,5.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.80,4.88,4.88,0.00,0.00,2.25,0.00,0.00,0.00,2.25,0.00
Jun-26,FTE,Rest of World,Hong Kong (British/Chinese),1657.81,746.16,162.08,17.51,2.00,6.00,0.00,34.62,25.94,29.00,47.00,0.00,0.00,161.87,3.68,3.00,415.53,588.30,383.00,11.00,194.30,321.85,2.00,8.00,187.59,124.26,1.49
Jun-26,FTE,Rest of World,Indian,79385.23,59956.42,12781.89,3607.99,419.60,1655.49,29.33,2913.88,3384.42,465.74,269.61,18.32,17.50,42045.43,60.92,26.08,5042.10,14605.55,11861.23,76.84,2667.49,4820.76,39.36,159.67,2268.73,2353.00,2.50
Jun-26,FTE,Rest of World,Indonesian,171.11,93.11,57.99,6.75,0.00,3.00,0.00,24.40,14.84,4.00,5.00,0.00,0.00,14.72,2.79,0.61,17.00,50.55,39.21,0.80,10.53,27.45,0.00,0.00,8.88,18.57,0.00
Jun-26,FTE,Rest of World,Iranian,1413.51,1099.86,461.23,46.68,9.00,39.97,0.20,104.84,198.81,36.71,23.00,0.22,1.80,271.31,120.61,2.00,244.71,242.72,145.84,0.00,96.88,69.93,0.00,6.00,44.39,19.53,1.00
Jun-26,FTE,Rest of World,Iraqi,639.57,597.79,541.05,93.55,7.00,46.60,1.00,156.47,215.64,10.00,9.69,1.09,0.00,9.00,1.61,0.00,46.13,33.81,21.85,0.00,11.95,7.98,0.00,0.00,3.40,4.58,0.00
Jun-26,FTE,Rest of World,Israeli,120.15,102.28,73.05,13.93,5.40,3.20,1.00,32.71,9.00,3.81,4.00,0.00,0.00,13.99,0.80,1.00,13.45,9.96,4.56,1.00,4.40,7.91,1.00,4.91,1.00,1.00,0.00
Jun-26,FTE,Rest of World,Ivorian,86.94,14.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,4.70,41.96,35.32,0.00,6.64,30.60,0.00,1.00,6.80,22.80,0.00
Jun-26,FTE,Rest of World,Jamaican,2423.72,1178.22,68.58,5.88,3.00,6.00,1.00,24.75,24.95,2.00,1.00,0.00,0.00,847.72,134.38,2.00,125.53,882.55,773.28,16.75,92.53,362.03,2.79,4.00,76.75,278.49,0.92
Jun-26,FTE,Rest of World,Japanese,361.47,235.52,89.61,26.00,3.80,7.70,0.00,25.51,12.40,4.00,10.00,0.20,0.00,85.85,4.53,0.00,55.54,96.96,58.63,0.00,38.33,28.98,0.00,2.00,16.80,10.18,0.00
Jun-26,FTE,Rest of World,Jordanian,773.51,754.11,712.76,58.93,8.44,49.51,1.00,244.89,302.45,21.93,25.00,0.00,0.60,23.68,0.00,0.00,17.67,13.39,4.86,2.00,6.53,6.00,0.00,1.00,5.00,0.00,0.00
Jun-26,FTE,Rest of World,Kazakhstani,22.61,8.79,7.79,1.00,0.00,0.00,0.00,0.00,3.79,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,11.39,7.39,0.00,4.00,2.43,0.00,1.00,1.00,0.43,0.00
Jun-26,FTE,Rest of World,Kenyan,2500.15,1895.10,151.55,24.03,0.00,12.63,0.00,46.94,46.81,8.00,13.00,0.15,0.00,1587.35,14.59,7.00,134.61,506.28,425.70,8.04,72.54,98.78,1.00,3.00,48.57,46.22,0.00
Jun-26,FTE,Rest of World,Kittitian,24.48,18.00,13.00,0.00,0.00,0.00,0.00,4.00,4.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00,6.48,3.92,1.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Korean,25.52,20.88,7.15,4.65,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,11.93,0.00,0.00,1.80,1.64,1.64,0.00,0.00,3.00,0.00,1.00,2.00,0.00,0.00
Jun-26,FTE,Rest of World,Kuwaiti,38.81,32.57,22.82,2.55,0.00,1.60,0.00,3.49,7.58,3.60,4.00,0.00,0.00,2.00,0.00,0.00,7.75,4.24,4.24,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
Jun-26,FTE,Rest of World,Kyrgyzstani,4.61,4.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Laotian,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Lebanese,289.00,243.49,136.25,17.54,3.92,3.30,0.00,48.75,43.84,12.90,6.00,0.00,0.00,78.62,5.61,0.00,23.00,26.71,14.38,0.00,12.33,18.80,1.00,9.00,7.80,1.00,0.00
Jun-26,FTE,Rest of World,Liberian,40.85,13.10,1.30,0.00,0.00,0.00,0.00,0.80,0.50,0.00,0.00,0.00,0.00,10.80,0.00,0.00,1.00,20.57,16.67,0.00,3.91,7.18,0.00,0.00,1.00,6.18,0.00
Jun-26,FTE,Rest of World,Libyan,258.48,230.36,218.23,22.37,13.64,39.88,0.00,50.35,85.99,4.00,2.00,0.00,0.00,1.00,0.61,0.00,10.52,19.00,9.09,0.00,9.91,9.12,1.00,0.00,2.00,6.12,0.00
Jun-26,FTE,Rest of World,Liswati,102.88,90.29,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,81.29,4.00,0.00,3.00,11.59,10.99,0.00,0.60,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Macanese,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Macedonian,32.15,12.81,4.80,1.80,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,2.01,10.79,7.43,0.00,3.36,8.55,0.00,0.94,3.00,4.61,0.00
Jun-26,FTE,Rest of World,Malagasy,8.51,6.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.51,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Malawian,347.37,191.70,16.73,4.00,2.00,1.00,0.00,4.96,4.77,0.00,0.00,0.00,0.00,154.19,1.99,0.00,18.80,136.56,125.04,1.00,10.52,19.10,0.00,0.00,16.70,2.40,0.00
Jun-26,FTE,Rest of World,Malaysian,3334.10,3106.90,2441.87,749.80,16.68,81.28,1.00,786.47,422.33,157.56,221.83,3.54,1.40,176.67,7.47,4.00,476.89,133.33,66.99,2.00,64.35,93.87,4.00,6.65,58.56,24.66,0.00
Jun-26,FTE,Rest of World,Maldivian,50.53,46.53,44.53,1.00,0.00,1.00,0.00,15.58,12.96,4.00,10.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Malian,3.88,3.88,2.88,0.00,0.00,1.00,0.00,0.00,0.88,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Manx,22.03,17.28,3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,6.36,1.92,2.00,4.00,3.64,2.64,0.00,1.00,1.11,0.00,0.00,0.00,1.11,0.00
Jun-26,FTE,Rest of World,Marshallese,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Mauritanian,203.17,82.48,19.45,3.29,0.00,2.00,0.00,5.88,7.29,1.00,0.00,0.00,0.00,49.23,1.00,1.00,11.80,91.07,77.33,1.80,11.93,29.63,0.00,1.00,9.73,18.89,0.00
Jun-26,FTE,Rest of World,Mauritian,1197.28,534.73,153.13,27.92,2.00,7.00,0.00,64.44,33.51,12.00,6.00,0.25,0.00,323.95,3.73,1.00,52.92,492.61,427.52,1.83,63.27,169.94,3.00,11.89,65.89,89.15,0.00
Jun-26,FTE,Rest of World,Mexican,149.69,71.02,46.72,8.30,1.96,4.90,0.00,15.74,15.83,0.00,0.00,0.00,0.00,4.60,0.00,0.00,19.70,45.75,32.64,0.00,13.10,32.92,0.00,3.00,22.00,7.92,0.00
Jun-26,FTE,Rest of World,Moldovan,36.92,10.48,4.85,0.00,1.85,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.96,0.00,1.00,3.67,18.65,18.65,0.00,0.00,7.80,0.00,0.00,2.00,5.80,0.00
Jun-26,FTE,Rest of World,Mongolian,9.30,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,4.50,4.00,0.00,0.50,1.80,0.00,0.00,1.00,0.80,0.00
Jun-26,FTE,Rest of World,Montenegrin,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Montserratian,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.64,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Jun-26,FTE,Rest of World,Moroccan,146.44,44.27,24.43,0.80,0.00,2.00,0.00,7.83,9.80,2.00,2.00,0.00,0.00,12.53,0.00,0.00,7.31,62.07,52.00,0.00,10.07,40.10,0.00,1.00,10.00,29.10,0.00
Jun-26,FTE,Rest of World,Motswana,372.41,327.76,37.22,2.00,1.00,2.00,0.00,7.00,8.69,3.00,13.00,0.53,0.00,238.92,35.61,4.00,12.00,33.20,28.11,0.00,5.09,11.45,1.00,0.00,8.27,2.19,0.00
Jun-26,FTE,Rest of World,Mozambican,13.14,5.74,1.62,0.70,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,2.32,0.00,0.00,1.80,5.88,4.88,0.00,1.00,1.52,0.00,0.00,0.00,1.52,0.00
Jun-26,FTE,Rest of World,Myanmar,1060.28,991.86,957.29,92.45,9.80,50.20,2.00,341.49,410.42,43.93,7.00,0.00,0.00,24.61,0.00,0.00,9.96,45.56,31.63,1.00,12.93,22.86,0.00,0.00,19.73,3.12,0.00
Jun-26,FTE,Rest of World,Namibian,104.44,55.54,4.71,0.00,0.00,0.00,0.00,2.80,1.00,0.91,0.00,0.00,0.00,19.83,0.00,20.00,11.00,37.49,35.49,0.00,2.00,11.41,0.00,0.00,5.46,5.95,0.00
Jun-26,FTE,Rest of World,Nepalese,4565.63,2453.00,617.19,36.57,10.90,89.86,2.00,148.71,305.05,19.71,4.00,0.00,0.40,1661.42,5.50,0.61,168.27,1413.30,1274.83,2.00,136.47,698.34,1.00,6.00,84.89,606.44,1.00
Jun-26,FTE,Rest of World,New Caledonian,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,New Zealander,765.48,587.69,129.23,35.97,1.13,5.30,0.00,47.89,19.94,10.00,9.00,0.00,0.00,137.45,8.27,90.51,222.23,78.11,50.58,3.90,23.63,98.68,15.67,26.39,43.79,12.83,1.00
Jun-26,FTE,Rest of World,Nicaraguan,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.40,0.00,0.00,0.60,0.00,0.00,0.60,0.00,0.00
Jun-26,FTE,Rest of World,Nigerian,43958.11,19690.59,3580.37,248.73,66.80,747.43,4.00,1168.43,1210.14,77.80,41.79,14.36,0.89,12528.31,284.36,55.78,3241.78,21033.83,18951.74,132.97,1949.13,3224.69,27.00,108.20,1795.77,1293.72,9.00
Jun-26,FTE,Rest of World,Nigerien,1199.28,853.45,648.01,16.23,1.00,39.53,0.00,406.21,140.23,21.55,22.00,1.27,0.00,165.43,2.84,0.00,37.17,299.87,267.18,1.80,30.89,45.96,0.00,4.00,22.29,19.67,0.00
Jun-26,FTE,Rest of World,Niuean,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Ni-Vanuatu,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Norfolk Islander,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,North Korean,7.52,7.52,4.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,1.92,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Omani,42.75,38.35,23.51,2.90,1.00,4.75,0.00,6.93,5.93,0.00,2.00,0.00,0.00,4.84,0.00,0.00,10.00,4.40,2.40,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Pakistani,9249.19,7768.23,6451.84,897.90,164.12,797.28,10.90,1637.71,2662.02,214.09,57.65,6.91,3.27,653.95,2.84,4.00,655.60,1024.29,661.84,31.85,330.60,455.66,9.80,28.40,258.76,158.71,1.00
Jun-26,FTE,Rest of World,Palestinian,366.02,334.00,172.26,14.00,0.00,24.00,0.00,41.66,85.60,3.00,4.00,0.00,0.00,151.82,0.00,0.00,9.92,31.42,26.92,0.00,4.50,0.60,0.00,0.00,0.60,0.00,0.00
Jun-26,FTE,Rest of World,Panamanian,5.40,3.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.40,0.40,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Papua New Guinean,7.92,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.92,4.92,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Paraguayan,5.93,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.93,0.00,0.00,0.00,0.93,0.00
Jun-26,FTE,Rest of World,Peruvian,67.43,27.69,15.64,1.60,0.00,1.80,0.00,4.69,7.54,0.00,0.00,0.00,0.00,6.53,0.92,0.00,4.60,23.57,16.57,0.00,7.00,16.17,0.00,0.00,10.17,6.00,0.00
Jun-26,FTE,Rest of World,Pitcairn Islander,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.90,0.00,0.00
Jun-26,FTE,Rest of World,Puerto Rican,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Qatari,6.08,5.08,3.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.88,0.00,1.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,FTE,Rest of World,Reunionese,2.80,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Russian,252.40,139.60,89.93,15.58,1.00,10.88,0.00,27.96,21.16,7.00,5.70,0.00,0.65,19.49,1.61,0.00,28.57,65.60,50.21,0.00,15.39,47.20,1.00,4.00,27.60,14.60,0.00
Jun-26,FTE,Rest of World,Rwandan,55.34,27.24,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.56,0.00,0.00,6.68,20.11,17.11,0.00,3.00,7.99,0.00,0.00,3.59,4.40,0.00
Jun-26,FTE,Rest of World,Saint Helenian,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Saint Lucian,150.39,98.13,13.55,0.74,0.00,2.00,0.00,5.00,4.00,0.82,1.00,0.00,0.00,75.55,4.03,0.00,5.00,32.07,30.35,0.00,1.72,20.19,0.00,0.00,12.44,7.75,0.00
Jun-26,FTE,Rest of World,Saint Vincentian,181.90,151.03,5.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,140.53,1.00,0.00,4.50,26.27,17.64,1.00,7.63,4.60,0.00,0.00,2.00,2.60,0.00
Jun-26,FTE,Rest of World,Salvadoran,17.67,3.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.40,9.40,0.00,2.00,3.27,0.00,0.00,0.00,3.27,0.00
Jun-26,FTE,Rest of World,Samoan,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,FTE,Rest of World,Sao Tomean,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.53,0.00,0.00,0.00,0.53,0.00
Jun-26,FTE,Rest of World,Saudi Arabian,149.72,130.26,96.13,7.60,0.00,6.92,0.00,31.61,31.79,7.91,9.95,0.36,0.00,20.20,0.00,0.00,13.93,14.46,4.96,1.00,8.50,5.00,0.00,0.00,5.00,0.00,0.00
Jun-26,FTE,Rest of World,Senegalese,49.97,6.84,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,0.00,0.00,0.00,19.52,17.35,0.00,2.17,23.61,0.00,0.00,1.00,22.61,0.00
Jun-26,FTE,Rest of World,Serbian,89.61,45.84,27.23,9.20,1.52,3.85,0.00,4.91,3.51,3.00,1.00,0.24,0.00,12.43,0.20,0.00,5.99,30.90,24.97,1.00,4.93,12.87,2.00,1.00,6.67,3.20,0.00
Jun-26,FTE,Rest of World,Seychellois,24.23,15.52,4.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,10.52,0.00,0.00,1.00,3.84,3.84,0.00,0.00,4.87,0.00,0.00,0.00,4.87,0.00
Jun-26,FTE,Rest of World,Sierra Leonean,591.87,229.42,6.15,0.15,0.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,201.49,11.77,0.00,10.00,267.73,252.20,2.00,13.53,94.71,1.00,2.00,13.70,78.01,0.00
Jun-26,FTE,Rest of World,Singaporean,620.93,567.45,427.21,91.55,0.50,9.40,0.00,163.10,83.45,33.00,46.00,0.00,0.20,44.77,0.00,1.00,94.47,34.16,15.73,0.32,18.11,19.33,1.00,2.00,15.10,1.23,0.00
Jun-26,FTE,Rest of World,Solomon Islander,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
